image,image_category,disgust_rating,disgust_explanation
a-time-to-turn-48x48.jpg,abstract,0.5,"The painting is an abstract composition dominated by sweeping, layered forms and a muted color palette of whites, greys, browns, and subtle hints of purples and oranges. There are no discernible figures, objects, or explicit subject matter that could trigger a feeling of revulsion or strong disapproval. The brushstrokes convey a sense of movement and light, with forms appearing to overlap and recede, creating a dynamic yet ethereal quality. Nothing in the colors, textures, or implied shapes suggests decay, filth, bodily fluids, grotesqueness, or any other visual cue typically associated with disgust. The overall aesthetic is rather clean, airy, and non-representational, focusing on the interplay of light and shadow and abstract forms. The very minimal score acknowledges that individual subjective responses can vary, but objectively, there is virtually nothing within this artwork's visual language that aligns with common triggers for disgust."
abstraccion-no-3-1953.jpg,abstract,0.5,"The painting, an abstract composition of geometric and organic shapes connected by sweeping black lines, presents no visual elements typically associated with eliciting disgust. There is no representation of decay, filth, bodily fluids, gore, or anything that would trigger a visceral sense of revulsion. The color palette, composed of muted earth tones, pastels, and cooler blues and greens, is generally harmonious and does not feature jarring or sickly combinations that might induce discomfort. The forms are clean and defined, lacking any chaotic or disturbing textures or shapes that could be interpreted as repulsive. As an abstract work, it does not convey a narrative or subject matter that could be morally or ethically offensive, which are other common triggers for disgust. The overall aesthetic is one of deliberate design and visual exploration, rather than anything inherently unpleasant or contaminated. Therefore, the emotional response of disgust is virtually absent when viewing this artwork."
abstract.jpg,abstract,1.0,"This abstract painting presents virtually no elements that would typically elicit a feeling of disgust. The dominant palette of reds, pinks, and dark purplish-blacks, while intense, does not conjure images of decay, filth, or anything viscerally repellent. There are no grotesque forms, disturbing textures, or recognizable subject matter that could be perceived as offensive or repulsive. The visible brushstrokes create a sense of texture and depth, but these are painterly and expressive rather than suggestive of anything slimy, putrid, or unhygienic. Disgust is often triggered by things that are perceived as contaminated, nauseating, or morally repugnant; this painting, with its focus on color interaction and abstract composition, offers no such visual cues. The overall impression is one of artistic exploration of color and form, far removed from anything that would provoke revulsion."
abstract-1940.jpg,abstract,0.0,"There is absolutely no element within this painting that elicits a feeling of disgust. Disgust is typically evoked by things that are foul, repulsive, unhygienic, decaying, or morally offensive. This abstract artwork, composed of clean geometric shapes, bold colors (deep blue, rich red, bright orange, warm brown, and soft pink/peach), and orderly patterns, presents nothing that could be interpreted as such. The textures, while visible as crayon or pastel strokes, are not unsettling or tactilely repulsive. The composition is structured and the subject matter is non-representational, avoiding any depiction of unpleasant objects, substances, or scenarios. The colors are vibrant and well-defined, rather than muddy or sickly. Overall, the artwork is aesthetically ordered and visually stimulating in a neutral to positive way, entirely devoid of characteristics that would provoke aversion or repulsion."
abstraction-1927-1.jpg,abstract,0.5,"The painting does not evoke any sensation of disgust. There are no elements within the artwork that suggest decay, filth, bodily fluids, gore, or anything inherently repulsive or nauseating. The abstract forms, colors, and textures are benign and do not trigger a visceral reaction of aversion. While parts of the surrounding frame appear worn or distressed, this is a common aesthetic choice in art presentation and does not translate into a feeling of disgust for the artwork itself. The spray paint technique and the organic shapes are aesthetically neutral or even pleasant, certainly not disgusting."
2005-60-80.jpg,abstract,0.0,"The painting is an abstract composition of colors and lines, and it contains no elements that typically evoke the emotion of disgust. There is no representational imagery of decay, bodily fluids, filth, disease, or any subject matter that would be considered physically repulsive. The colors (red, blue, green, and off-white/yellow) are vibrant and contrasting, but not inherently disgusting. The bold black lines create a sense of movement and structure, but they do not suggest anything vile or offensive. While there are visible brushstrokes and some paint drips, these are stylistic elements common in abstract expressionism and do not imply unsanitary conditions or revolting substances. The overall impression is one of energetic abstraction, rather than anything that would trigger a visceral reaction of revulsion or nausea."
abstraction-white.jpg,abstract,0.1,"The painting presents a serene and abstract composition dominated by cool tones of white, various shades of blue, and deep grays or black in the central crevice. The visual elements—smooth, flowing lines, soft gradients, and an ethereal quality—do not contain any characteristics typically associated with disgust. There is no representation of decay, filth, bodily fluids, unhygienic conditions, gore, or anything conventionally unpleasant or offensive. The dark crevice, while suggesting depth or a void, evokes mystery or perhaps vastness rather than revulsion. The overall aesthetic is clean, calming, and almost spiritual or naturalistic (like clouds, ice formations, or abstract geological features). As such, the painting completely lacks the visual triggers that would induce a feeling of disgust."
against-the-light-1986.jpg,abstract,0.0,"This abstract painting presents no visual elements that would evoke a feeling of disgust. The color palette, featuring warm golds, yellows, and browns transitioning to darker tones, is generally appealing and lacks any sickly, putrid, or unsettling hues commonly associated with revulsion. The geometric shapes (squares and circles) and faint diagonal lines are orderly and abstract, not organic, decaying, or chaotic in a manner that might suggest contamination or unpleasantness. There is no depiction of grime, decay, bodily fluids, grotesque figures, or any other subject matter typically known to trigger disgust. The overall impression is one of visual pattern and a gradient shift, which can be perceived as aesthetic or intriguing, but certainly not offensive or repulsive to the senses."
african-1958.jpg,abstract,5.5,"The painting, with its fragmented, mosaic-like background and superimposed dark, amorphous shapes, offers very little to evoke a sense of disgust. Disgust typically arises from visual cues associated with decay, putrefaction, filth, bodily fluids, disease, or morally repugnant acts. None of these elements are explicitly or implicitly present. While some of the dark shapes in the upper portion might be vaguely interpreted as stylized animal heads with open mouths, possibly suggesting aggression or predatory intent, this does not inherently translate to disgust. They are abstract enough and lack specific details (like gore, saliva, or signs of illness) that would trigger such a visceral reaction. The color palette, composed of various earthy tones, blues, oranges, and grays, is neither repulsive nor indicative of decay. The overall aesthetic leans towards abstract or semi-abstract forms, which generally distances the viewer from the direct sensory triggers of disgust. There is no suggestion of uncleanliness, bodily functions, or any element that would make one feel revulsion or nausea. The minor score is merely a reflection that *any* image could theoretically evoke a minimal, idiosyncratic negative feeling in someone, but there's nothing inherent in the artwork's composition, subject matter, or execution that aims to elicit or successfully elicits disgust in a general sense."
after-the-floods-1936(1).jpg,abstract,1.0,"The painting, with its abstract forms, muted earthy colors, and scribbled, hieroglyphic-like lines, offers almost no visual cues that would trigger a feeling of disgust. There is no depiction of decay, filth, bodily fluids, violence, or any grotesque subject matter. The aesthetic is more suggestive of ancient symbols, primitive art, or a playful exploration of form and color, none of which inherently provoke revulsion. The textures, while visible, do not suggest anything physically repulsive or unclean. The overall impression is one of contemplative abstraction rather than visceral unpleasantness. Therefore, the emotion of disgust is practically absent when viewing this artwork."
